cpd00001__91__e0__93__,cpd00007__91__e0__93__,cpd00009__91__e0__93__,cpd00011__91__e0__93__,cpd00013__91__e0__93__,cpd00035__91__e0__93__,cpd00036__91__e0__93__,cpd00041__91__e0__93__,cpd00048__91__e0__93__,cpd00067__91__e0__93__,cpd00107__91__e0__93__,cpd00111__91__c0__93__,cpd00121__91__c0__93__,cpd00130__91__e0__93__,cpd00155__91__c0__93__,cpd00161__91__e0__93__,cpd00214__91__c0__93__,cpd00227__91__e0__93__,cpd00421__91__c0__93__,cpd00528__91__e0__93__,cpd03802__91__c0__93__,cpd11640__91__e0__93__,cpd12836__91__c0__93__,cpdPG6__91__c0__93__,objective
9.000000000000000000e+00,-7.125000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,-7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.750000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.498591549295774428e+01,-2.448591549295774783e+01,0.000000000000000000e+00,1.798591549295774783e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.330985915492957528e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.133142857142857451e+01,-1.649142857142857110e+01,-3.342857142857142971e-01,2.666857142857142904e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.666857142857142904e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.066000000000000003e-01,3.342857142857142971e-01,0.000000000000000000e+00
9.193333333333333712e+02,-3.050000000000000000e+02,0.000000000000000000e+00,4.786666666666666856e+02,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-4.766666666666666856e+02,0.000000000000000000e+00,1.825641025641025550e+01,0.000000000000000000e+00,1.000000000000000000e+01,-2.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.983333333333333393e+00,0.000000000000000000e+00,2.000000000000000000e+00
2.573333333333333428e+01,-1.050000000000000000e+01,-7.099999999999999645e+00,1.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,-1.236666666666666714e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,-6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.366666666666666696e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.276190476190476147e+03,-2.476190476190476204e+02,-2.928571428571428328e+02,9.809523809523809632e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.904761904761904816e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.761904761904762040e+01,0.000000000000000000e+00,9.761904761904762040e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.348979591836734926e+01,-2.308163265306122369e+01,0.000000000000000000e+00,3.077551020408163396e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.387755102040816535e+00,-7.163265306122449161e+00,0.000000000000000000e+00,1.193877551020408267e+00,-2.838775510204081698e+01,0.000000000000000000e+00,1.000000000000000000e+00,-7.163265306122449161e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.658163265306122347e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.071212121212121282e+01,-8.962121212121212821e+00,0.000000000000000000e+00,1.198484848484848442e+01,0.000000000000000000e+00,3.106060606060605966e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.333333333333333148e-01,-1.000000000000000000e+00,0.000000000000000000e+00,1.666666666666666574e-01,-3.439393939393939448e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.553030303030302983e+00,0.000000000000000000e+00,1.553030303030302983e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.553030303030302983e+00
5.068888888888889142e+02,-1.653333333333333428e+02,0.000000000000000000e+00,2.604444444444444571e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.584444444444444571e+02,0.000000000000000000e+00,9.863247863247863734e+00,0.000000000000000000e+00,6.000000000000000000e+00,-6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.072222222222222188e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.713368983957218816e+00,-3.477540106951871657e+00,0.000000000000000000e+00,3.450267379679144319e+00,3.315508021390374538e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.582887700534759468e-01,-2.417112299465240532e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.208556149732620266e-01,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.251336898395721597e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.957219251336898669e-01,0.000000000000000000e+00,3.957219251336898669e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.957219251336898669e-01
4.138888888888889142e+02,-3.777777777777777715e+02,0.000000000000000000e+00,3.138888888888889142e+02,1.138888888888888857e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.138888888888888857e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.305555555555555713e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.277777777777777715e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.295774647887323852e+02,-4.107746478873239226e+01,-1.200000000000000000e+01,1.165774647887323994e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-4.942957746478873560e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
3.063043478260869506e+03,-6.847826086956521294e+02,0.000000000000000000e+00,3.096739130434782510e+03,0.000000000000000000e+00,0.000000000000000000e+00,-8.913043478260870245e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.325543478260869506e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.119565217391304373e+02,-1.336956521739130324e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.456521739130435122e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,-5.731749311294765947e-01,-2.768595041322314265e-01,9.641873278236914313e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.614325068870523544e-02,-8.512396694214876547e-01,0.000000000000000000e+00,2.307162534435261772e-02,0.000000000000000000e+00,-3.102617079889807283e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.614325068870523544e-02,9.228650137741047088e-02,-4.614325068870523544e-02,0.000000000000000000e+00,4.614325068870523544e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.614325068870523544e-02
3.765151515151515138e+00,-2.893939393939394034e+00,0.000000000000000000e+00,2.893939393939394034e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.090909090909090606e-01,0.000000000000000000e+00,4.137529137529137591e-02,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.666666666666666574e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.394736842105263053e+00,-2.073684210526315574e+00,0.000000000000000000e+00,2.073684210526315574e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.469635627530364363e-02,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.651111111111111143e+02,-5.866666666666666430e+01,0.000000000000000000e+00,7.955555555555555713e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,-6.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-7.755555555555555713e+01,0.000000000000000000e+00,2.905982905982905873e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.877777777777777768e-01,0.000000000000000000e+00,1.000000000000000000e+00
5.972222222222222099e-01,-1.458333333333333426e-01,-1.909722222222222376e-02,9.618055555555555802e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.812500000000000434e-04,1.909722222222222376e-02,0.000000000000000000e+00
5.143888888888889142e+02,-1.703333333333333428e+02,0.000000000000000000e+00,2.774444444444444571e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.674444444444444571e+02,-2.000000000000000000e+00,1.028632478632478708e+01,-3.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.062222222222222179e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.695238095238094900e+01,-6.097619047619047450e+01,0.000000000000000000e+00,7.800000000000000000e+01,1.702380952380952550e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.702380952380952550e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.600000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.511904761904762751e+00,0.000000000000000000e+00,8.511904761904762751e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.511904761904762751e+00
1.013802816901408477e+01,-2.188028169014084590e+00,0.000000000000000000e+00,9.238028169014084412e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000111e-01,0.000000000000000000e+00,-2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,-4.006338028169014187e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-5.999999999999999778e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.218181818181818166e+01,-7.090909090909090828e+00,0.000000000000000000e+00,1.624242424242424221e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.324242424242424221e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.121212121212121104e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.060606060606060691e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.258624681639268328e+00,-1.101354480203750930e+00,-3.241491085899513621e-03,1.683028478814540430e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.861773558694142294e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.268349154896967090e-01,8.103727714748784052e-04,0.000000000000000000e+00,1.422783051632322271e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.103727714748784052e-04,0.000000000000000000e+00
2.009444444444444571e+02,-7.666666666666667140e+01,0.000000000000000000e+00,9.322222222222222854e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-9.022222222222222854e+01,0.000000000000000000e+00,3.431623931623931423e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.611111111111111382e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.037162162162162105e+01,-1.076689189189189122e+01,0.000000000000000000e+00,1.116216216216216139e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.790540540540540571e+00,0.000000000000000000e+00,-2.000000000000000000e+00,-9.581081081081080697e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.420869565217391255e+02,-4.420434782608695627e+02,-1.000000000000000000e+00,5.254782608695652470e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.191304347826087451e+01,-4.595652173913043725e+02,0.000000000000000000e+00,4.595652173913043725e+01,-2.000000000000000000e+00,-9.191304347826087451e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.757391304347826235e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.062500000000000000e+02,-3.375000000000000000e+02,0.000000000000000000e+00,5.375000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,-7.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.625000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,-1.625000000000000000e+02,0.000000000000000000e+00,6.250000000000000000e+00,-1.125000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.750000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.434210526315789593e+02,-1.500000000000000000e+02,0.000000000000000000e+00,2.315789473684210407e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.947368421052631415e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.315789473684210407e+02,-3.947368421052631415e+00,8.906882591093117085e+00,0.000000000000000000e+00,3.947368421052631415e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.973684210526315708e+00,0.000000000000000000e+00,1.973684210526315708e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.973684210526315708e+00
1.772105263157894797e+02,-7.800000000000000000e+01,-1.293157894736842195e+02,7.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.310526315789473983e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.600000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.310526315789473983e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.752032520325203180e+01,-6.260162601626015899e+00,-2.000000000000000000e+00,8.902439024390243816e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.666666666666666741e+00,-3.333333333333333148e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.666666666666666574e-01,-6.117886178861788871e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.666666666666666297e-01,-8.333333333333333703e-01,0.000000000000000000e+00,8.333333333333333703e-01,5.451219512195121936e-02,0.000000000000000000e+00,8.333333333333333703e-01
7.487804878048780211e+01,-2.443902439024390105e+01,-1.200000000000000000e+01,4.058536585365853711e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,-1.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,-2.429268292682926855e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,2.129268292682926778e-01,0.000000000000000000e+00,3.000000000000000000e+00
7.747727272727273373e+01,-3.465909090909090651e+01,0.000000000000000000e+00,5.740909090909090651e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,-3.513636363636363313e+01,0.000000000000000000e+00,1.274475524475524368e+00,-1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.165441176470588314e+00,-9.154411764705882026e-01,0.000000000000000000e+00,1.066176470588235281e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.617647058823529493e-02,1.323529411764705899e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,4.100678733031674211e-02,-1.323529411764705899e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000104e-03,0.000000000000000000e+00,0.000000000000000000e+00
5.084545454545454390e+01,-3.608181818181817846e+01,0.000000000000000000e+00,2.958181818181818201e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-8.527272727272727337e+00,0.000000000000000000e+00,3.279720279720279574e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.200000000000000000e+01,-5.497619047619047450e+01,0.000000000000000000e+00,5.285714285714285410e+01,7.476190476190476275e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.476190476190476275e+00,-3.290476190476190510e+01,0.000000000000000000e+00,4.238095238095238138e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.290476190476190510e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.014130434782608603e+01,-1.107065217391304301e+01,0.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.858695652173913082e+00,8.586956521739130821e-01,-2.000000000000000000e+00,-1.085869565217391219e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.293478260869565410e-01,0.000000000000000000e+00,4.293478260869565410e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.293478260869565410e-01
1.627450980392156854e+00,-1.941176470588235281e+00,0.000000000000000000e+00,1.627450980392156854e+00,3.137254901960784270e-01,3.725490196078431460e-01,0.000000000000000000e+00,3.137254901960784270e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.155172413793103559e+01,-2.105172413793103559e+01,0.000000000000000000e+00,1.455172413793103381e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.758620689655172376e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.267419354838709609e+02,-6.759677419354838435e+01,0.000000000000000000e+00,7.270967741935483275e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.245161290322580605e+01,0.000000000000000000e+00,-1.245161290322580605e+01,-6.225806451612903203e+01,0.000000000000000000e+00,6.225806451612903025e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.535483870967741638e+01,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.275000000000000000e+01,-3.025000000000000000e+01,-3.450000000000000000e+01,3.250000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.650000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e-01,-1.050000000000000000e+01,0.000000000000000000e+00,3.653846153846153633e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,1.150000000000000000e+01,-1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.094835680751173790e+01,-7.865023474178403973e+00,-2.000000000000000000e+00,7.781690140845070047e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.666666666666666741e+00,-3.333333333333333148e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.666666666666666574e-01,-2.296948356807511527e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,6.666666666666666297e-01,-8.333333333333333703e-01,0.000000000000000000e+00,8.333333333333333703e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.333333333333333703e-01
3.405204460966542968e+01,-1.492007434944237865e+01,-1.200000000000000000e+01,1.536802973977695252e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,-1.094795539033457210e+01,0.000000000000000000e+00,1.000000000000000000e+00,-1.684014869888475818e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.947955390334572101e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,3.159851301115241817e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.368421052631578760e+00,-2.140350877192982448e+00,0.000000000000000000e+00,1.824561403508771829e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.122807017543859143e-01,1.000000000000000000e+00,0.000000000000000000e+00,-8.245614035087719396e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.561403508771929433e-03,0.000000000000000000e+00,0.000000000000000000e+00
4.735902255639097689e+02,-1.618421052631578902e+02,0.000000000000000000e+00,2.524436090225563873e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.439849624060150290e+02,0.000000000000000000e+00,9.449103528050896372e+00,0.000000000000000000e+00,5.075187969924812137e+00,-5.075187969924812137e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.691729323308270638e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
