cpd00001__91__e0__93__,cpd00007__91__e0__93__,cpd00009__91__e0__93__,cpd00011__91__e0__93__,cpd00013__91__e0__93__,cpd00035__91__e0__93__,cpd00036__91__e0__93__,cpd00041__91__e0__93__,cpd00048__91__e0__93__,cpd00067__91__e0__93__,cpd00107__91__e0__93__,cpd00111__91__c0__93__,cpd00121__91__c0__93__,cpd00130__91__e0__93__,cpd00155__91__c0__93__,cpd00161__91__e0__93__,cpd00214__91__c0__93__,cpd00227__91__e0__93__,cpd00421__91__c0__93__,cpd00528__91__e0__93__,cpd03802__91__c0__93__,cpd11640__91__e0__93__,cpd12836__91__c0__93__,cpdPG6__91__c0__93__,objective
3.355555555555555429e+02,-1.133333333333333286e+02,0.000000000000000000e+00,1.777777777777777715e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.757777777777777715e+02,0.000000000000000000e+00,6.683760683760683996e+00,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+00,7.488888888888889372e-01,0.000000000000000000e+00,1.500000000000000000e+00
1.000000000000000000e+01,-6.000000000000000000e+00,0.000000000000000000e+00,1.333333333333333393e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.033333333333333393e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.666666666666666519e+00,0.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.333333333333333419e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.580882352941176450e+01,-1.055882352941176450e+01,0.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.308823529411764497e+00,-1.000000000000000000e+00,-6.911764705882352811e-01,0.000000000000000000e+00,5.000000000000000000e-01,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.308823529411764497e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.791773778920308473e+02,-1.341902313624678698e+02,-1.264781491002570704e+02,1.789203084832904835e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.107969151670951291e+01,-1.053984575835475539e+02,0.000000000000000000e+00,1.053984575835475646e+01,-8.946015424164524177e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.323907455012853518e+01,4.215938303341902582e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.510040160642570184e+00,-1.676372155287817911e+00,-1.419009370816599613e-01,2.226238286479250483e+00,8.226238286479250483e-01,0.000000000000000000e+00,-7.095046854082998067e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.226238286479250483e-01,3.547523427041499033e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.547523427041499033e-02,0.000000000000000000e+00
2.100000000000000000e+01,-9.797029702970297294e+00,0.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,-1.035148514851485224e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.648514851485148425e+00,0.000000000000000000e+00,-7.054455445544554060e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.514851485148514643e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.812500000000000000e+00,-1.906250000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,6.875000000000000000e-01,0.000000000000000000e+00,-3.125000000000000000e-01,3.125000000000000000e-01,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000104e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.580312500000000000e+02,-1.003437500000000000e+02,-6.703125000000000000e+01,7.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.234375000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.600000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.234375000000000000e+01,2.234375000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.107042253521126796e+01,-1.291549295774647810e+01,0.000000000000000000e+00,2.276056338028169179e+01,0.000000000000000000e+00,0.000000000000000000e+00,-7.690140845070422948e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.838028169014084412e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000000e+00
6.000000000000000000e+00,-6.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.509090909090908816e+00,-6.936363636363636509e+00,0.000000000000000000e+00,6.436363636363636509e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.145454545454545503e+00,0.000000000000000000e+00,8.251748251748251828e-02,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
1.155352112676056322e+02,-5.511267605633803157e+01,-7.800000000000000000e+01,5.969014084507042384e+01,0.000000000000000000e+00,0.000000000000000000e+00,-9.154929577464788082e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.430985915492957616e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.684507042253521192e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.642857142857143238e+00,-5.000000000000000000e+00,-3.000000000000000000e+00,5.857142857142856762e+00,2.428571428571428381e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.428571428571428381e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,3.846153846153846367e-02,-2.428571428571428381e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714285714285714371e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.263333333333333712e+02,-2.090000000000000000e+02,0.000000000000000000e+00,3.326666666666666856e+02,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.286666666666666856e+02,0.000000000000000000e+00,1.264102564102564052e+01,0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+00,1.353333333333333277e+00,0.000000000000000000e+00,1.500000000000000000e+00
9.097560975609756184e+00,-7.097560975609756184e+00,0.000000000000000000e+00,1.209756097560975618e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.439024390243902524e-02,0.000000000000000000e+00,-7.024390243902439046e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.024390243902439046e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.024390243902439046e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.479228486646884111e+00,-1.735657764589515262e+00,0.000000000000000000e+00,1.658753709198813153e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.313550939663699180e-01,-1.000000000000000000e+00,0.000000000000000000e+00,1.656775469831849590e-01,-1.646884272997032606e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.978239366963402499e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.935211267605634333e+00,-1.985211267605633711e+00,0.000000000000000000e+00,9.035211267605633978e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000111e-01,0.000000000000000000e+00,-2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,-3.972535211267605781e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.999999999999999778e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.753636363636363740e+02,-2.210000000000000000e+02,-7.800000000000000000e+01,1.630909090909090935e+02,0.000000000000000000e+00,0.000000000000000000e+00,-2.127272727272727337e+01,6.854545454545454675e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.600000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.854545454545454675e+01,2.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.654266958424507550e+00,-2.130926331145149621e+00,-2.990517870167760592e-02,2.624361779722830246e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.803792851932895625e-01,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.401896425966448367e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.803792851932895625e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.990517870167760592e-02,0.000000000000000000e+00
3.423913043478260754e+00,-4.211956521739130821e+00,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.576086956521739024e+00,1.576086956521739024e+00,0.000000000000000000e+00,-1.576086956521739024e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.880434782608695676e-01,0.000000000000000000e+00,2.880434782608695676e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.880434782608695676e-01
3.098591549295774517e+00,-6.281690140845070047e+00,0.000000000000000000e+00,9.464788732394366022e+00,2.000000000000000000e+00,0.000000000000000000e+00,-2.366197183098591506e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.732394366197183011e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.173611111111110858e+02,-3.569444444444444571e+02,-2.083333333333333215e+01,4.069444444444444571e+02,2.069444444444444571e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.138888888888888857e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.670940170940170888e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.069444444444444571e+02,6.944444444444444642e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
