cpd00001__91__e0__93__,cpd00007__91__e0__93__,cpd00009__91__e0__93__,cpd00011__91__e0__93__,cpd00013__91__e0__93__,cpd00023__91__e0__93__,cpd00035__91__e0__93__,cpd00036__91__e0__93__,cpd00041__91__e0__93__,cpd00048__91__e0__93__,cpd00067__91__e0__93__,cpd00107__91__e0__93__,cpd00111__91__c0__93__,cpd00121__91__c0__93__,cpd00130__91__e0__93__,cpd00155__91__c0__93__,cpd00214__91__c0__93__,cpd00227__91__e0__93__,cpd00281__91__e0__93__,cpd00421__91__c0__93__,cpd00528__91__e0__93__,cpd03802__91__c0__93__,cpd11640__91__e0__93__,cpd12836__91__c0__93__,cpdPG6__91__c0__93__,GS_tag__91__c0__93__,objective
2.645070422535211208e+01,-1.495070422535211208e+01,0.000000000000000000e+00,1.745070422535211208e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,-1.200000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,-9.084507042253521236e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.000000000000000000e+00,-6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00
2.485655737704917989e+00,-1.985655737704917989e+00,0.000000000000000000e+00,2.323770491803278659e+00,0.000000000000000000e+00,4.508196721311475419e-01,0.000000000000000000e+00,-2.254098360655737709e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,2.979192938209331704e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.254098360655737709e-01,0.000000000000000000e+00,2.254098360655737709e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.508196721311475419e-01,2.254098360655737709e-01
1.703571428571428669e+03,-1.151785714285714221e+03,-3.535714285714285552e+02,3.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,0.000000000000000000e+00,6.178571428571428896e+02,-1.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+01,0.000000000000000000e+00,-1.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000000e+02,-7.178571428571428896e+02,1.178571428571428612e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.040000000000000000e+04,-7.363636363636363967e+03,-3.527272727272727479e+03,1.575757575757575751e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.339393939393939490e+03,-5.878787878787878753e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.939393939393939377e+02,0.000000000000000000e+00,-2.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.103030303030303003e+03,1.175757575757575751e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.647306791569086570e+01,-1.915456674473067977e+01,-1.274004683840749497e+00,1.082903981264636961e+01,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.378454332552693273e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.733021077283372513e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.378454332552693273e+01,3.185011709601873742e-01,-1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.185011709601873742e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.980000000000000000e+02,-2.735000000000000000e+02,-1.500000000000000000e+02,6.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.800000000000000000e+01,1.650000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.923076923076923128e+00,1.000000000000000000e+00,-8.000000000000000000e+00,-1.570000000000000000e+02,5.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00
6.728947368421053170e+02,-5.113947368421052602e+02,-1.995789473684210407e+02,1.583157894736842195e+02,0.000000000000000000e+00,5.852631578947368496e+01,3.326315789473684248e+01,0.000000000000000000e+00,1.733157894736842195e+02,-3.326315789473684248e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.663157894736842124e+01,0.000000000000000000e+00,-3.326315789473684248e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-3.648947368421052602e+02,6.652631578947368496e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.105555555555555571e+02,-3.783333333333333570e+01,0.000000000000000000e+00,5.777777777777777857e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.777777777777777857e+01,0.000000000000000000e+00,2.222222222222222321e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01,2.488888888888888817e-01,0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01
4.787500000000000000e+02,-1.580357142857142776e+02,0.000000000000000000e+00,2.546428571428571388e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.214285714285714413e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.514285714285714164e+02,0.000000000000000000e+00,9.793956043956043800e+00,6.428571428571428825e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.318055555555555713e+01,-3.327083333333333570e+01,-1.300000000000000000e+01,1.218055555555555536e+01,2.000000000000000000e+00,0.000000000000000000e+00,7.680555555555555358e+00,0.000000000000000000e+00,1.325000000000000000e+01,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,-6.000000000000000000e+00,-2.293055555555555713e+01,4.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.302702702702703164e+01,-8.897297297297296836e+01,-6.162162162162162282e+00,6.170270270270270174e+01,2.877027027027027017e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.343243243243243512e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.772972972972972983e+01,-3.859459459459459651e+01,1.540540540540540571e+00,0.000000000000000000e+00,1.040540540540540571e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.540540540540540571e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.846153846153846700e+00,-1.207692307692307665e+01,0.000000000000000000e+00,7.384615384615385025e+00,0.000000000000000000e+00,2.461538461538461675e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.461538461538461675e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.461538461538461675e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.923076923076923350e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
1.418164616840113545e+01,-8.406811731315043446e+00,-1.442762535477767338e-01,5.248817407757805142e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,-1.288552507095553468e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000000e+00,-4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.442762535477767338e-01,1.000000000000000000e+00,0.000000000000000000e+00
6.872852233676975509e+00,-4.262886597938144284e+00,-2.020618556701030855e+00,3.336769759450171957e+00,0.000000000000000000e+00,1.336769759450171735e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.367697594501718461e-01,-2.347079037800687384e+00,0.000000000000000000e+00,1.683848797250859231e-01,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.347079037800687384e+00,6.735395189003436922e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.367697594501718461e-01,0.000000000000000000e+00
1.726881720430107634e+03,-1.122580645161290249e+03,0.000000000000000000e+00,6.387096774193548754e+02,0.000000000000000000e+00,2.193548387096774093e+02,1.397849462365591364e+02,0.000000000000000000e+00,0.000000000000000000e+00,-1.397849462365591364e+02,-2.000000000000000000e+02,0.000000000000000000e+00,6.989247311827956821e+01,-1.397849462365591364e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.784946236559139834e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.653521126760563220e+01,-3.695774647887323994e+01,-1.200000000000000000e+01,5.138028169014084767e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.784507042253521192e+01,0.000000000000000000e+00,-2.000000000000000000e+00,-4.569014084507042384e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+00
4.047091412742382488e+00,-2.650969529085872356e+00,-1.229916897506925233e+00,8.698060941828255066e-01,0.000000000000000000e+00,4.349030470914127533e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.049861495844875481e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.024930747922437740e-01,-1.246537396121883724e-02,-2.049861495844875481e-01,0.000000000000000000e+00,0.000000000000000000e+00,-6.149584487534626165e-01,-1.434903047091412809e+00,4.099722991689750962e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.049861495844875481e-01,0.000000000000000000e+00
9.254237288135593644e+02,-2.889830508474576050e+02,0.000000000000000000e+00,8.949152542372880816e+02,0.000000000000000000e+00,6.949152542372881669e+01,0.000000000000000000e+00,-6.949152542372881669e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.127118644067796822e+02,0.000000000000000000e+00,0.000000000000000000e+00,6.949152542372881669e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.474576271186440835e+01,0.000000000000000000e+00,3.474576271186440835e+01,1.000000000000000000e+00,0.000000000000000000e+00,6.949152542372881669e+01,3.474576271186440835e+01
1.820000000000000000e+02,-1.278333333333333286e+02,0.000000000000000000e+00,8.666666666666667140e+01,0.000000000000000000e+00,4.333333333333333570e+01,0.000000000000000000e+00,-8.666666666666666075e+00,0.000000000000000000e+00,-8.666666666666666075e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.333333333333333037e+00,-2.600000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.600000000000000000e+01,-4.333333333333333570e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.134722222222222143e+01,0.000000000000000000e+00
