cpd00001__91__e0__93__,cpd00007__91__e0__93__,cpd00009__91__e0__93__,cpd00011__91__e0__93__,cpd00013__91__e0__93__,cpd00023__91__e0__93__,cpd00035__91__e0__93__,cpd00036__91__e0__93__,cpd00041__91__e0__93__,cpd00048__91__e0__93__,cpd00067__91__e0__93__,cpd00107__91__e0__93__,cpd00111__91__c0__93__,cpd00121__91__c0__93__,cpd00130__91__e0__93__,cpd00155__91__c0__93__,cpd00214__91__c0__93__,cpd00227__91__e0__93__,cpd00281__91__e0__93__,cpd00421__91__c0__93__,cpd00528__91__e0__93__,cpd03802__91__c0__93__,cpd11640__91__e0__93__,cpd12836__91__c0__93__,cpdPG6__91__c0__93__,GS_tag__91__c0__93__,objective
4.206250000000000000e+01,-2.909375000000000000e+01,-1.200000000000000000e+01,1.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,9.062500000000000000e+00,-2.000000000000000000e+00,-6.937500000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.000000000000000000e+00,-1.906250000000000000e+01,4.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.557746478873239369e+02,-3.927464788732394396e+01,-1.200000000000000000e+01,1.427746478873239369e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-6.179577464788732044e+01,-2.000000000000000000e+00,0.000000000000000000e+00,1.400000000000000000e+01,-2.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,-1.272865853658536661e+00,-2.134146341463414795e-02,9.359756097560976151e-01,4.542682926829268442e-01,7.012195121951220189e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.841463414634146423e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.542682926829268442e-01,-4.542682926829268442e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.134146341463414795e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.269841269841269593e+01,-2.247619047619047450e+01,-4.285714285714285476e-01,2.041269841269841123e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.555555555555555536e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,-6.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.857142857142857206e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.000000000000000000e+00,-1.555555555555555536e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.285714285714285476e-01,2.000000000000000000e+00,0.000000000000000000e+00
5.554545454545454675e+01,-4.504545454545454675e+01,0.000000000000000000e+00,5.881818181818182012e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.427272727272727337e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,-6.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.627272727272727337e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.136363636363636687e+00,0.000000000000000000e+00,7.136363636363636687e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,7.136363636363636687e+00
4.791666666666666963e+00,-5.263888888888889284e+00,-7.916666666666666297e-01,4.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.263888888888888840e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.263888888888888840e+00,0.000000000000000000e+00,2.638888888888888951e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.263888888888888840e+00,0.000000000000000000e+00
1.676712328767123239e+01,-9.883561643835616195e+00,0.000000000000000000e+00,7.671232876712328341e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.835616438356164393e+00,-7.506849315068492956e+00,0.000000000000000000e+00,9.178082191780821963e-01,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.506849315068492956e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.028165938864628792e+01,-7.778384279475982765e+00,-7.532751091703056290e-02,2.836244541484715942e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.548034934497816373e+00,-8.493449781659389020e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.246724890829694510e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.548034934497816373e+00,-4.548034934497816373e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.532751091703056290e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.526254375729288313e+02,-1.141190198366394384e+02,-5.740956826137689717e+01,2.095682613768961460e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.568261376896149528e+00,-8.611435239206534220e+01,0.000000000000000000e+00,4.784130688448074764e+00,-1.047841306884480730e+02,-1.913652275379229906e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.913652275379229906e+01,-1.435239206534422429e+01,0.000000000000000000e+00,1.435239206534422429e+01,1.000000000000000000e+00,0.000000000000000000e+00,2.870478413068844858e+01,1.435239206534422429e+01
1.225806451612903174e+03,-2.161290322580645125e+02,-1.763440860215053760e+02,9.053763440860215042e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.408602150537634401e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.967741935483870748e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.408602150537634401e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.408602150537634401e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.572916666666666963e+00,-5.656250000000000000e+00,-2.000000000000000000e+00,2.072916666666666519e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.291666666666667129e-02,0.000000000000000000e+00,2.666666666666666519e+00,-3.333333333333333148e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.666666666666666574e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.072916666666666741e+00,-3.666666666666666519e+00,6.666666666666666297e-01,0.000000000000000000e+00,3.333333333333333148e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.666666666666666297e-01,0.000000000000000000e+00
7.000000000000000000e+02,-8.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+02,4.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.375000000000000000e+02,0.000000000000000000e+00
1.350400000000000000e+04,-9.092000000000000000e+03,-4.656000000000000000e+03,1.952000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.280000000000000000e+03,-7.760000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.880000000000000000e+02,0.000000000000000000e+00,-2.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,-7.760000000000000000e+02,-5.832000000000000000e+03,1.552000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.345714285714285836e+02,-1.121071428571428612e+02,0.000000000000000000e+00,9.964285714285713880e+01,0.000000000000000000e+00,4.185714285714285410e+01,0.000000000000000000e+00,-1.792857142857142705e+01,0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.096428571428571352e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.785714285714285410e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.385714285714285410e+01,0.000000000000000000e+00
2.381720430107526987e+00,-2.024193548387096975e+00,-1.048387096774193505e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.333333333333333148e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.827956989247311315e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.333333333333333148e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.016129032258064502e+00,3.494623655913978721e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.989247311827957443e-01,0.000000000000000000e+00
2.780645161290322420e+01,-1.963440860215053618e+01,-8.064516129032257563e-01,1.026881720430107592e+01,0.000000000000000000e+00,6.268817204301075030e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.268817204301075474e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.200000000000000000e+01,2.688172043010752521e-01,-1.344086021505376261e-01,0.000000000000000000e+00,1.344086021505376261e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.268817204301075474e+00,1.344086021505376261e-01
1.497800000000000011e+02,-7.237999999999999545e+01,-7.787999999999999545e+01,7.787999999999999545e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,-3.796000000000000085e+01,0.000000000000000000e+00,1.000000000000000000e+00,-2.196000000000000085e+01,0.000000000000000000e+00,8.446153846153846567e-01,0.000000000000000000e+00,-1.200000000000000000e+01,0.000000000000000000e+00,2.596000000000000085e+01,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00
4.281250000000000000e+02,-2.781250000000000000e+02,0.000000000000000000e+00,2.640625000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.281250000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.796875000000000000e+01,-6.406250000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.281250000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.281250000000000000e+02,0.000000000000000000e+00
2.854000000000000000e+03,-1.804000000000000000e+03,-7.200000000000000000e+02,1.320000000000000000e+03,0.000000000000000000e+00,6.000000000000000000e+02,8.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.200000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+01,-4.030000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.200000000000000000e+02,-7.200000000000000000e+02,2.400000000000000000e+02,-1.030000000000000000e+02,0.000000000000000000e+00,1.030000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.060000000000000000e+02,1.030000000000000000e+02
2.741085271317829353e+01,-8.220930232558139039e+00,-4.930232558139534760e+00,2.048062015503876054e+01,6.201550387596899139e-01,1.930232558139534982e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.655038759689922756e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.550387596899224896e+00,1.310077519379845068e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.025020850708924058e+01,-1.032360300250208596e+01,-2.585487906588824006e-02,1.122435362802335312e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.051709758131776695e+00,0.000000000000000000e+00,-2.000000000000000000e+00,-1.010341951626355339e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.585487906588824006e-02,2.000000000000000000e+00,0.000000000000000000e+00
5.564669738863287307e+01,-4.104608294930875445e+01,0.000000000000000000e+00,2.497695852534562277e+01,0.000000000000000000e+00,1.134562211981566904e+01,5.877112135176651542e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.877112135176651098e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.938556067588325549e+00,-5.877112135176651542e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.857142857142856984e-01,0.000000000000000000e+00,-2.685407066052227165e+01,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.810000000000000000e+02,-5.485000000000000000e+02,-2.280000000000000000e+02,6.090000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.270000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,-3.800000000000000000e+01,-1.900000000000000000e+02,0.000000000000000000e+00,1.900000000000000000e+01,-1.270000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.140000000000000000e+02,-3.800000000000000000e+01,7.600000000000000000e+01,-4.450000000000000000e+01,0.000000000000000000e+00,4.450000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.270000000000000000e+02,4.450000000000000000e+01
2.810000000000000000e+02,-2.200000000000000000e+02,-5.000000000000000000e-01,3.005000000000000000e+02,0.000000000000000000e+00,7.650000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.255000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-9.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-9.750000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,1.045000000000000000e+02,0.000000000000000000e+00
6.709859154929577585e+01,-1.759859154929577585e+01,0.000000000000000000e+00,5.609859154929577585e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.468309859154929597e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,-6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.820945945945945823e+02,-1.712837837837837753e+02,0.000000000000000000e+00,2.608108108108108354e+02,6.081081081081080697e+00,0.000000000000000000e+00,6.081081081081080697e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.486486486486486456e+02,0.000000000000000000e+00,9.797297297297296481e+00,6.081081081081080697e+00,-6.081081081081080697e+00,-6.081081081081080697e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.744094488188976584e+02,-1.818897637795275557e+02,0.000000000000000000e+00,2.070866141732283552e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.417322834645669261e+01,-4.251968503937008137e+01,0.000000000000000000e+00,7.086614173228346303e+00,-1.858267716535433181e+02,0.000000000000000000e+00,6.874621441550575085e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.251968503937008137e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,7.086614173228346303e+00,0.000000000000000000e+00
2.000000000000000000e+01,-1.333333333333333393e+01,0.000000000000000000e+00,1.600000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.333333333333333259e+00,-1.200000000000000000e+01,0.000000000000000000e+00,6.666666666666666297e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.000000000000000000e+00,-8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.333333333333333481e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.666666666666666519e+00,0.000000000000000000e+00
3.238596491228069851e+01,-9.120614035087719174e+00,-3.000000000000000000e+00,2.676315789473684248e+01,0.000000000000000000e+00,1.372807017543859587e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e-01,-1.119517543859649145e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.627192982456140413e+00,-1.500000000000000000e+00,-2.872807017543859587e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.994169096209912340e+00,-2.785714285714285587e+00,0.000000000000000000e+00,3.384839650145772705e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.924198250728862969e-01,-6.413994169096209896e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.206997084548104948e-02,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.924198250728862969e-01,-2.565597667638483959e-01,0.000000000000000000e+00,-4.679300291545189228e-01,0.000000000000000000e+00,4.679300291545189228e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.679300291545189228e-01
2.383333333333333428e+02,-3.163333333333333144e+02,0.000000000000000000e+00,2.108888888888888857e+02,9.244444444444444287e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.600000000000000000e+01,1.328888888888888857e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.155555555555555536e+01,-9.244444444444444287e+01,-1.328888888888888857e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.190566037735849036e+01,-1.440566037735849036e+01,0.000000000000000000e+00,7.603773584905660243e+00,0.000000000000000000e+00,3.301886792452830122e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,-2.698113207547169878e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.150943396226415061e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.301886792452830122e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.592857142857142705e+01,-1.896428571428571530e+01,-4.928571428571428825e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.642857142857143238e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.364285714285714235e+01,1.642857142857142794e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.738095238095238138e+00,-2.869047619047619069e+00,0.000000000000000000e+00,3.000000000000000000e+00,6.309523809523809312e-01,1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.630952380952380931e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-3.154761904761904656e-01,0.000000000000000000e+00,3.154761904761904656e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.154761904761904656e-01
7.500000000000000000e+00,-5.291666666666666963e+00,-3.000000000000000000e+00,4.083333333333333037e+00,0.000000000000000000e+00,1.833333333333333259e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.083333333333333703e-01,-4.166666666666666852e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.166666666666666852e-01,-1.416666666666666741e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.416666666666666519e+00,0.000000000000000000e+00
1.264545454545454533e+02,-1.264545454545454533e+02,0.000000000000000000e+00,1.394545454545454675e+02,0.000000000000000000e+00,3.781818181818182012e+01,0.000000000000000000e+00,-6.381818181818182012e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.981818181818181301e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-3.781818181818182012e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.781818181818182012e+01,0.000000000000000000e+00
9.697222222222222854e+01,-7.645833333333332860e+01,-1.000000000000000000e+00,3.447222222222222143e+01,7.000000000000000000e+00,0.000000000000000000e+00,1.847222222222222143e+01,0.000000000000000000e+00,2.800000000000000000e+01,-7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.100000000000000000e+01,-5.347222222222222143e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.664545454545454817e+01,-4.248181818181818414e+01,0.000000000000000000e+00,4.598181818181818414e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.732727272727272805e+01,0.000000000000000000e+00,2.818181818181818010e-01,0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,5.000000000000000000e+00
4.788732394366196843e+01,-2.938732394366197198e+01,-1.200000000000000000e+01,3.488732394366196843e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,-1.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,-9.147887323943661997e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+00
8.500000000000000000e+03,-1.431250000000000000e+03,0.000000000000000000e+00,8.912500000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.125000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.943750000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.025000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,-2.391379310344827758e+01,0.000000000000000000e+00,1.696551724137930961e+01,1.000000000000000000e+00,7.413793103448275801e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.137931034482758452e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.068965517241379226e+00,-4.775862068965516904e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.168965517241379359e+01,0.000000000000000000e+00,-1.568965517241379226e+00,0.000000000000000000e+00,1.568965517241379226e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.137931034482758452e+00,1.568965517241379226e+00
