cpd00001__91__e0__93__,cpd00007__91__e0__93__,cpd00009__91__e0__93__,cpd00011__91__e0__93__,cpd00013__91__e0__93__,cpd00035__91__e0__93__,cpd00036__91__e0__93__,cpd00041__91__e0__93__,cpd00048__91__e0__93__,cpd00067__91__e0__93__,cpd00107__91__e0__93__,cpd00111__91__c0__93__,cpd00121__91__c0__93__,cpd00129__91__e0__93__,cpd00130__91__e0__93__,cpd00155__91__c0__93__,cpd00214__91__c0__93__,cpd00227__91__e0__93__,cpd00421__91__c0__93__,cpd00528__91__e0__93__,cpd03802__91__c0__93__,cpd11640__91__e0__93__,cpd12836__91__c0__93__,cpdPG6__91__c0__93__,objective
2.495999999999999943e+02,-2.851999999999999886e+02,-4.000000000000000000e+00,3.388000000000000114e+02,1.684000000000000057e+02,0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.734000000000000057e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.684000000000000057e+02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.620000000000000107e-01,1.000000000000000000e+00,0.000000000000000000e+00
5.384848484848484773e+00,-3.806060606060606144e+00,0.000000000000000000e+00,4.806060606060605700e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.490909090909090962e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.016317016317016875e-02,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.333333333333333148e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.418032786885245811e+00,-1.549180327868852514e+00,0.000000000000000000e+00,1.786885245901639330e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,2.622950819672131284e-01,0.000000000000000000e+00,-1.737704918032786816e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.837326607818410965e-02,0.000000000000000000e+00,-2.622950819672131284e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+02,-1.196296296296296333e+02,0.000000000000000000e+00,2.911111111111110858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.062962962962962905e+02,0.000000000000000000e+00,0.000000000000000000e+00,-1.151851851851851904e+02,0.000000000000000000e+00,-3.037037037037037024e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.277777777777777857e+01,1.518518518518518512e+01,2.277777777777777857e+01,1.000000000000000000e+00,0.000000000000000000e+00,2.277777777777777857e+01
3.000000000000000000e+02,-2.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,-4.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.475117370892019153e+01,-1.658450704225352013e+01,-4.000000000000000000e+00,6.175117370892018442e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.666666666666666297e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.333333333333333148e-01,-2.651408450704225217e+01,0.000000000000000000e+00,-1.333333333333333259e+00,0.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,1.333333333333333259e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.500000000000000000e+00,-1.703703703703703720e+00,0.000000000000000000e+00,2.000000000000000000e+00,9.305555555555555802e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.314814814814814686e-02,0.000000000000000000e+00,4.537037037037037340e-03,0.000000000000000000e+00,0.000000000000000000e+00
5.728455284552845228e+01,-1.230894308943089399e+01,0.000000000000000000e+00,5.063414634146341342e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.333333333333333259e+00,0.000000000000000000e+00,-6.666666666666666297e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.333333333333333148e-01,-2.531707317073170671e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.666666666666666963e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.317073170731707377e-02,0.000000000000000000e+00,1.000000000000000000e+00
9.609756097560975263e+00,-2.804878048780487632e+00,0.000000000000000000e+00,1.007317073170731625e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.036585365853658125e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.365853658536585795e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.270270270270270316e+02,-3.804054054054054177e+02,0.000000000000000000e+00,4.540540540540540633e+02,2.270270270270270316e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.236486486486486456e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.378378378378378510e+00,-2.270270270270270316e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.017241379310345195e+00,-3.224137931034482651e+00,-1.137931034482758674e+00,2.379310344827586299e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.103448275862069061e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.793103448275861878e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.458885941644562367e-02,0.000000000000000000e+00,-1.000000000000000000e+00,3.793103448275861878e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.611818181818181870e+02,-1.961818181818181870e+02,-7.800000000000000000e+01,2.552727272727272805e+02,0.000000000000000000e+00,5.909090909090909349e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.509090909090909349e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.600000000000000000e+01,-2.954545454545454675e+01,0.000000000000000000e+00,2.954545454545454675e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.954545454545454675e+01
1.258888888888888857e+02,-4.466666666666666430e+01,0.000000000000000000e+00,6.377777777777777857e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.666666666666666519e+00,0.000000000000000000e+00,-6.666666666666666297e-01,-7.333333333333333037e+00,0.000000000000000000e+00,3.333333333333333148e-01,-6.244444444444444287e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.401709401709401615e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.188888888888888884e-01,0.000000000000000000e+00,1.000000000000000000e+00
4.372262773722627394e+00,-3.872262773722627838e+00,0.000000000000000000e+00,5.897810218978102093e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.474452554744525523e+00,0.000000000000000000e+00,-1.277372262773722629e-02,5.000000000000000000e-01,1.277372262773722629e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.277372262773722629e-02
2.025000000000000000e+02,-7.900000000000000000e+01,0.000000000000000000e+00,9.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,-9.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.576923076923077094e+00,0.000000000000000000e+00,-1.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.650000000000000244e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+02,-1.500000000000000000e+02,0.000000000000000000e+00,2.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,7.692307692307692513e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.087323943661971981e+01,-1.162323943661971803e+01,-6.000000000000000000e+00,1.337323943661971803e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-5.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,-3.228873239436619524e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,2.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.480000000000000071e+01,-2.660000000000000142e+01,-3.000000000000000000e+00,3.039999999999999858e+01,1.519999999999999929e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.619999999999999929e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.519999999999999929e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.599999999999999811e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.315217391304348116e-01,-8.614130434782608647e-01,0.000000000000000000e+00,1.000000000000000000e+00,4.864130434782608647e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.358695652173913006e-02,-5.543478260869565410e-01,0.000000000000000000e+00,6.793478260869565029e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.358695652173913006e-02,0.000000000000000000e+00,0.000000000000000000e+00,-5.271739130434782705e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.567934782608695746e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.583590376310919368e+00,-5.425046267735965655e-01,-2.102405922270203509e-01,2.285749537322640190e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.504009870450339181e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.752004935225169591e-02,-1.000000000000000000e+00,0.000000000000000000e+00,-3.504009870450339181e-02,0.000000000000000000e+00,2.452806909315237427e-01,-1.051202961135101754e-01,7.008019740900678363e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.736111111111111160e+00,-2.388888888888888840e+00,0.000000000000000000e+00,2.694444444444444642e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.111111111111111605e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-3.055555555555555802e-01,2.670940170940170819e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.055555555555555802e-01,0.000000000000000000e+00,3.055555555555555802e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.055555555555555802e-01
2.715447154471544877e+01,-1.740650406504065018e+01,-4.000000000000000000e+00,3.265040650406503886e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.832520325203251943e+01,0.000000000000000000e+00,-6.666666666666666297e-01,-3.998373983739837456e+01,0.000000000000000000e+00,3.333333333333333148e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.333333333333333259e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.495934959349593640e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.780487804878048586e+00,-2.317073170731707155e+00,-3.000000000000000000e+00,3.707317073170731891e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.853658536585365946e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.707317073170731447e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.268292682926828827e-03,0.000000000000000000e+00,0.000000000000000000e+00
5.068143100511073307e+00,-5.469335604770017234e+00,-3.884156729131175712e-01,4.129471890971038839e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.323679727427597985e+00,-6.473594548551958594e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.236797274275979297e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.517887563884156688e+00,1.294718909710391719e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.218750000000000000e+00,-4.718750000000000000e+00,0.000000000000000000e+00,6.437500000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.437500000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.875000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.706730769230769273e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.468671679197995017e+00,-1.684210526315789380e+00,-6.265664160401002158e-03,2.012531328320802171e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.025062656641604120e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.253132832080200432e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.498746867167919584e-03,6.265664160401002158e-03,0.000000000000000000e+00
2.166666666666666519e+00,-7.380952380952381375e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.761904761904761640e-02,0.000000000000000000e+00,-4.761904761904761640e-02,-2.380952380952380820e-01,0.000000000000000000e+00,2.380952380952380820e-02,-9.047619047619047672e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.479853479853479981e-02,0.000000000000000000e+00,-1.428571428571428492e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000104e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.297830374753451643e+00,-2.445759368836291914e-01,-1.213017751479289891e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.021696252465483151e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.010848126232741576e-02,-5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.010848126232741645e-01,-6.065088757396449454e-02,4.043392504930966302e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.057692307692307664e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.017183098591549317e+01,-2.121830985915492906e+00,0.000000000000000000e+00,9.271830985915492818e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,-4.011971830985915588e+00,0.000000000000000000e+00,-2.000000000000000111e-01,0.000000000000000000e+00,1.000000000000000000e+00,-5.999999999999999778e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.026760563380281610e+01,-3.767605633802816989e+00,0.000000000000000000e+00,1.026760563380281610e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.711267605633802980e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.112676056338028019e+00,-6.112676056338028019e+00,0.000000000000000000e+00,8.112676056338028019e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.352112676056338003e+00,0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.359347826086956559e+02,-7.446739130434782794e+01,-7.800000000000000000e+01,7.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-7.065217391304347672e+00,7.065217391304347672e+00,0.000000000000000000e+00,-3.306521739130435122e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.600000000000000000e+01,-3.532608695652173836e+00,0.000000000000000000e+00,3.532608695652173836e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.532608695652173836e+00
1.043661971830985991e+01,-3.436619718309859017e+00,0.000000000000000000e+00,1.043661971830985991e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.739436619718309984e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,-7.916666666666666297e-01,0.000000000000000000e+00,1.333333333333333259e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.777777777777777624e-02,0.000000000000000000e+00,0.000000000000000000e+00,-7.777777777777777901e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.944444444444444475e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.333333333333333148e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.111111111111111049e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.993943661971831034e+02,-1.343943661971831034e+02,-7.800000000000000000e+01,1.343943661971831034e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.273239436619718390e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.600000000000000000e+01,-1.300000000000000000e+01,0.000000000000000000e+00,1.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.300000000000000000e+01
2.559545454545454390e+01,-1.833181818181818201e+01,0.000000000000000000e+00,1.608181818181818201e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,-5.027272727272727337e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.548951048951048848e-01,0.000000000000000000e+00,-5.000000000000000000e+00,0.000000000000000000e+00,-5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
1.772105263157894797e+02,-7.800000000000000000e+01,-1.293157894736842195e+02,7.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.310526315789473983e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.310526315789473983e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.867142857142857224e+02,-1.847142857142857224e+02,0.000000000000000000e+00,1.485714285714285836e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.528571428571429180e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.614285714285714590e+01,0.000000000000000000e+00,0.000000000000000000e+00,-7.828571428571429180e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.948381452318460161e+00,-7.051618547681539617e-01,-2.152230971128608894e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.793525809273840699e-01,-3.587051618547681259e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.793525809273840629e-02,-6.793525809273840421e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.076115485564304447e-01,7.174103237095362517e-02,-8.967629046369203494e-02,0.000000000000000000e+00,8.967629046369203494e-02,6.076115485564304031e-03,0.000000000000000000e+00,8.967629046369203494e-02
3.129268292682926855e+01,-7.146341463414634276e+00,-4.000000000000000000e+00,2.219512195121951237e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.209756097560975618e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.097560975609756073e-02,1.000000000000000000e+00,0.000000000000000000e+00
5.535211267605633978e+00,-5.035211267605633978e+00,0.000000000000000000e+00,8.535211267605633978e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.422535211267605737e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.500000000000000000e-01,5.000000000000000000e-01,7.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.500000000000000000e-01
5.133142857142857451e+01,-1.649142857142857110e+01,-3.342857142857142971e-01,2.666857142857142904e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.666857142857142904e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.066000000000000003e-01,3.342857142857142971e-01,0.000000000000000000e+00
1.278426286208387275e+00,-2.758322524859490033e-01,-1.063553826199740565e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.772589710332900942e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.862948551664504709e-03,-5.177258971033290580e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.862948551664505403e-02,-1.772589710332900942e-02,3.545179420665801884e-02,-1.772589710332900942e-02,0.000000000000000000e+00,1.772589710332900942e-02,1.454820579334197917e-03,0.000000000000000000e+00,1.772589710332900942e-02
5.692666666666666941e+01,-2.812666666666666515e+01,-3.196000000000000085e+01,3.062666666666666515e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.333333333333333259e+00,0.000000000000000000e+00,-6.666666666666666297e-01,-1.532000000000000028e+01,0.000000000000000000e+00,3.333333333333333148e-01,-9.986666666666666359e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.584615384615384426e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.065333333333333421e+01,-1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
