cpd00001__91__e0__93__,cpd00007__91__e0__93__,cpd00009__91__e0__93__,cpd00011__91__e0__93__,cpd00013__91__e0__93__,cpd00035__91__e0__93__,cpd00036__91__e0__93__,cpd00041__91__e0__93__,cpd00048__91__e0__93__,cpd00067__91__e0__93__,cpd00107__91__e0__93__,cpd00111__91__c0__93__,cpd00121__91__c0__93__,cpd00130__91__e0__93__,cpd00155__91__c0__93__,cpd00214__91__c0__93__,cpd00227__91__e0__93__,cpd00281__91__e0__93__,cpd00421__91__c0__93__,cpd00528__91__e0__93__,cpd03802__91__c0__93__,cpd11640__91__e0__93__,cpd12836__91__c0__93__,cpdPG6__91__c0__93__,objective
2.461897356143079474e+00,-2.361197511664074433e+00,-6.531881804043546125e-02,1.847589424572317229e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.673405909797823110e-01,-1.088646967340591021e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.443234836702955104e-03,0.000000000000000000e+00,-4.564541213063763592e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,2.177293934681182042e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,-4.866488651535380572e-01,-3.284379172229639487e-01,6.034712950600801262e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.469959946595460532e-01,0.000000000000000000e+00,-5.473965287049398915e-02,-7.676902536715620728e-01,0.000000000000000000e+00,2.736982643524699457e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.473965287049398915e-02,-1.094793057409879783e-01,1.094793057409879783e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.234979973297730370e-03,0.000000000000000000e+00,0.000000000000000000e+00
5.043750000000000000e+01,-4.093750000000000000e+01,-1.200000000000000000e+01,2.143750000000000000e+01,2.000000000000000000e+00,9.437500000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.543750000000000000e+01,-1.400000000000000000e+01,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.372222222222222285e+02,-1.083333333333333286e+02,-7.800000000000000000e+01,9.822222222222222854e+01,0.000000000000000000e+00,7.222222222222222854e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.600000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.222222222222222854e+01,2.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.246987951807229322e+00,-5.500000000000000000e+00,-2.493975903614457756e+00,2.337349397590361644e+00,1.000000000000000000e+00,8.313253012048192891e-01,0.000000000000000000e+00,1.831325301204819178e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.197405004633920023e-02,0.000000000000000000e+00,-1.000000000000000000e+00,-2.662650602409638356e+00,8.313253012048192891e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,-4.522445081184336413e-01,-3.610315186246418340e-01,4.460362941738300058e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.766953199617956119e-02,0.000000000000000000e+00,-6.017191977077363668e-02,-3.361986628462272919e-01,0.000000000000000000e+00,3.008595988538681834e-02,-4.250238777459407896e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.805157593123209170e-01,0.000000000000000000e+00,1.203438395415472734e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.318918918918918592e+01,-5.394594594594594383e+01,-1.000000000000000000e+00,3.735135135135135442e+01,1.767567567567567721e+01,0.000000000000000000e+00,-2.000000000000000000e+00,2.167567567567567721e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.767567567567567721e+01,-2.167567567567567721e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.378378378378377803e-03,1.000000000000000000e+00,0.000000000000000000e+00
3.978000000000000000e+03,-2.939000000000000000e+03,-1.072000000000000000e+03,1.042000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,-7.000000000000000000e+00,1.418000000000000000e+03,-1.780000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.900000000000000000e+01,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.340000000000000000e+02,-1.931000000000000000e+03,3.570000000000000000e+02,0.000000000000000000e+00,1.710000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.448387096774193310e+02,-2.336666666666666572e+02,-1.000000000000000000e+00,6.673118279569892763e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.709677419354838435e+01,-3.236559139784946382e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.618279569892473191e+01,-6.666666666666666963e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.169892473118279241e+01,-1.524946236559139834e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
8.083333333333333712e+02,-2.680000000000000000e+02,0.000000000000000000e+00,4.206666666666666856e+02,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-4.166666666666666856e+02,0.000000000000000000e+00,1.602564102564102555e+01,1.000000000000000000e+01,0.000000000000000000e+00,-6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.703333333333333366e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,-5.500000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.773722627737226443e+00,-3.773722627737226443e+00,0.000000000000000000e+00,2.218978102189780977e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.547445255474452441e-01,-1.000000000000000000e+00,0.000000000000000000e+00,-2.226277372262773779e-01,0.000000000000000000e+00,2.226277372262773779e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.226277372262773779e-01
3.494444444444444287e+01,-2.963888888888888928e+01,0.000000000000000000e+00,1.433333333333333393e+01,0.000000000000000000e+00,7.777777777777777901e-01,0.000000000000000000e+00,1.316666666666666607e+01,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-7.777777777777777901e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.000000000000000000e+00,-1.994444444444444287e+01,0.000000000000000000e+00,-5.833333333333333703e-01,2.388888888888888840e+00,5.833333333333333703e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.833333333333333703e-01
2.462500000000000000e+02,-5.900000000000000000e+01,-1.200000000000000000e+01,2.320000000000000000e+02,0.000000000000000000e+00,6.750000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-9.837500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.425000000000000000e+01,-6.000000000000000000e+00,-2.100000000000000000e+01,4.000000000000000000e+00,0.000000000000000000e+00,4.750000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
