cpd00001__91__e0__93__,cpd00007__91__e0__93__,cpd00009__91__e0__93__,cpd00011__91__e0__93__,cpd00013__91__e0__93__,cpd00035__91__e0__93__,cpd00036__91__e0__93__,cpd00041__91__e0__93__,cpd00048__91__e0__93__,cpd00067__91__e0__93__,cpd00107__91__e0__93__,cpd00111__91__c0__93__,cpd00121__91__c0__93__,cpd00130__91__e0__93__,cpd00155__91__c0__93__,cpd00214__91__c0__93__,cpd00227__91__e0__93__,cpd00281__91__e0__93__,cpd00421__91__c0__93__,cpd00528__91__e0__93__,cpd03802__91__c0__93__,cpd11640__91__e0__93__,cpd12836__91__c0__93__,cpdPG6__91__c0__93__,objective
1.899230769230769340e+02,-1.715000000000000000e+02,-4.000000000000000000e+00,1.093846153846153868e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.123846153846153868e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.569230769230769340e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.369230769230769340e+01,-5.869230769230769340e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.884615384615384581e-01,1.000000000000000000e+00,0.000000000000000000e+00
1.603902439024390105e+02,-2.919512195121951237e+01,-1.200000000000000000e+01,1.329268292682926926e+02,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-6.446341463414634632e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.400000000000000000e+01,-6.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.046341463414634104e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.379310344827586476e+01,-3.217241379310344485e+01,-1.200000000000000000e+01,1.103448275862069039e+01,2.413793103448275967e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.551724137931034520e+01,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.000000000000000000e+00,-2.103448275862069039e+01,4.000000000000000000e+00,0.000000000000000000e+00,1.758620689655172376e+00,0.000000000000000000e+00,2.413793103448276002e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.380487804878048905e+02,-5.102439024390243816e+01,-1.200000000000000000e+01,7.936585365853657947e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-5.368292682926828974e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,-8.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+00,4.568292682926829440e-01,0.000000000000000000e+00,8.000000000000000000e+00
3.399628252788104099e+00,-4.152416356877323800e+00,0.000000000000000000e+00,3.434944237918215570e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.646840148698885287e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.531598513011152685e-02,-1.964684014869888529e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.678343949044585948e+00,-1.788747346072186772e+00,0.000000000000000000e+00,2.273885350318471499e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.944798301486199643e-02,-1.178343949044585948e+00,0.000000000000000000e+00,2.972399150743099822e-02,-5.477707006369426646e-01,0.000000000000000000e+00,3.160215580597746515e-02,0.000000000000000000e+00,-1.783439490445859754e-01,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.333333333333333148e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.550000000000000000e+01,-8.725000000000000000e+01,-1.000000000000000000e+00,5.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.750000000000000000e+01,4.550000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.100000000000000000e+01,-3.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.065000000000000000e+03,-3.006500000000000000e+03,-1.096000000000000000e+03,1.062000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+01,1.453000000000000000e+03,-1.820000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.460000000000000000e+02,-1.975000000000000000e+03,3.650000000000000000e+02,0.000000000000000000e+00,1.740000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,-7.040466392318244226e-01,-2.921810699588477389e-01,9.437585733882030148e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.089849108367627162e-01,0.000000000000000000e+00,-4.869684499314128751e-02,-8.614540466392318629e-01,0.000000000000000000e+00,2.434842249657064375e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.869684499314128751e-02,0.000000000000000000e+00,9.739368998628257501e-02,-4.869684499314128751e-02,0.000000000000000000e+00,4.869684499314128751e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.869684499314128751e-02
6.702439024390244526e+01,-2.151219512195121908e+01,0.000000000000000000e+00,4.668292682926828974e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,-2.200000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,-2.134146341463414487e+01,-8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,2.334146341463414764e-01,0.000000000000000000e+00,3.000000000000000000e+00
1.430000000000000000e+02,-7.332374100719424348e+01,-7.800000000000000000e+01,8.735251798561151304e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.301438848920863478e+01,0.000000000000000000e+00,0.000000000000000000e+00,-3.067625899280575652e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.600000000000000000e+01,-3.507194244604316502e+00,2.338129496402877816e+00,3.507194244604316502e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.507194244604316502e+00
1.957425742574257299e+01,-1.136138613861386126e+01,-6.000000000000000000e+00,4.099009900990099098e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000000e+00,-5.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.752475247524752464e-03,0.000000000000000000e+00,0.000000000000000000e+00
5.454545454545454142e+00,-1.772727272727272707e+00,-7.272727272727272929e-01,4.818181818181818343e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.772727272727272707e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.181818181818182323e-01,1.818181818181818232e-01,0.000000000000000000e+00,2.727272727272727071e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.818181818181818232e-01,0.000000000000000000e+00
4.650230414746543772e+01,-3.337096774193548043e+01,-1.128110599078340925e+01,1.411981566820276512e+01,0.000000000000000000e+00,1.880184331797235098e+00,0.000000000000000000e+00,2.064055299539170463e+01,-1.880184331797235098e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.400921658986175489e-01,0.000000000000000000e+00,-6.119815668202765124e+00,0.000000000000000000e+00,1.000000000000000000e+00,-5.640552995391704627e+00,-2.252073732718893950e+01,3.760368663594470195e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.122905027932961097e+00,-3.335195530726256852e+00,0.000000000000000000e+00,1.698324022346368700e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.424581005586592175e+00,0.000000000000000000e+00,-2.877094972067039125e-01,0.000000000000000000e+00,2.877094972067039125e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.877094972067039125e-01
1.394090909090909065e+02,-5.713636363636363313e+01,0.000000000000000000e+00,9.863636363636364024e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-6.154545454545454675e+01,0.000000000000000000e+00,2.290209790209790430e+00,6.000000000000000000e+00,-6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.344747899159663973e+01,-2.392436974789915993e+01,0.000000000000000000e+00,4.194957983193277329e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.600000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,2.253151260504201669e+00,0.000000000000000000e+00,-1.502100840336134446e+00,0.000000000000000000e+00,-3.755252100840336116e-01,7.510504201680672232e-01,3.755252100840336116e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.755252100840336116e-01
3.167441860465116221e+01,-2.495348837209302317e+01,0.000000000000000000e+00,2.623255813953488413e+01,1.779069767441860517e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,-1.911627906976744029e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.911627906976744029e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.779069767441860517e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.500000000000000000e+01,-4.645333333333333314e+01,0.000000000000000000e+00,6.066666666666666430e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.733333333333333215e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.426666666666666750e+00,-2.357333333333333414e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.666666666666666075e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.978888888888889142e+02,-1.053333333333333286e+02,0.000000000000000000e+00,1.424444444444444571e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.464444444444444571e+02,0.000000000000000000e+00,5.324786324786324521e+00,0.000000000000000000e+00,-6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,7.522222222222222365e-01,0.000000000000000000e+00,3.000000000000000000e+00
5.609090909090909349e+01,-3.859090909090909349e+01,-1.200000000000000000e+01,4.663636363636363313e+01,0.000000000000000000e+00,1.154545454545454497e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,-1.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,-1.154545454545454497e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.000000000000000000e+00,-2.000000000000000000e+00,4.000000000000000000e+00,-4.772727272727272485e+00,0.000000000000000000e+00,4.772727272727272485e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.772727272727272485e+00
3.628181818181818130e+02,-3.108181818181818130e+02,-7.800000000000000000e+01,3.687272727272727479e+02,0.000000000000000000e+00,9.690909090909090651e+01,0.000000000000000000e+00,2.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.229090909090909065e+02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.600000000000000000e+01,2.600000000000000000e+01,-4.845454545454545325e+01,0.000000000000000000e+00,4.845454545454545325e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.845454545454545325e+01
1.170000000000000000e+02,-5.200000000000000000e+01,-7.800000000000000000e+01,6.066666666666666430e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.333333333333333570e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.733333333333333215e+01,-8.666666666666666075e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.625000000000000000e+02,-3.812500000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,1.375000000000000000e+02,0.000000000000000000e+00,-6.250000000000000000e+01,6.250000000000000000e+01,0.000000000000000000e+00,-2.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,-4.410638297872340186e-01,-3.625531914893617147e-01,4.863829787234042468e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.042553191489361680e-02,-4.229787234042552968e-01,0.000000000000000000e+00,3.021276595744680840e-02,-2.063829787234042548e-02,-6.042553191489361680e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.812765957446808573e-01,0.000000000000000000e+00,1.208510638297872336e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.966921768707483054e+01,-1.172916666666666607e+01,-6.000000000000000000e+00,5.394557823129251695e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.774659863945577953e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.253401360544217691e-01,-3.000000000000000000e+00,-5.774659863945577953e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.383098591549295975e+01,-3.133098591549295620e+01,0.000000000000000000e+00,7.883098591549295975e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.247183098591549566e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
7.686413043478260931e+01,-5.821467391304347672e+01,0.000000000000000000e+00,1.552173913043478315e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.140760869565217561e+01,-7.260869565217391575e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.630434782608695787e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.750000000000000000e-01,0.000000000000000000e+00,-4.419021739130435122e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,-6.050847457627118731e-01,-1.604519774011299305e-01,1.574011299435028155e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.745762711864406791e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.589265536723163841e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.011299435028248261e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.011299435028248261e-02,0.000000000000000000e+00
7.833333333333333712e+02,-9.750000000000000000e+02,0.000000000000000000e+00,8.833333333333333712e+02,0.000000000000000000e+00,8.833333333333333712e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.833333333333333712e+02,0.000000000000000000e+00,-1.000000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02
1.690000000000000000e+02,-1.063400000000000034e+02,-7.800000000000000000e+01,7.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.600000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.132000000000000028e+01,-4.679999999999999716e+00,2.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000000e+02,-2.412500000000000000e+01,0.000000000000000000e+00,1.372500000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,-6.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.937500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.550000000000000000e+01,0.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.478571428571428470e+01,-2.373214285714285765e+01,-1.200000000000000000e+01,5.339285714285714413e+00,0.000000000000000000e+00,1.488095238095238082e-01,-1.488095238095238082e-01,1.074404761904761862e+01,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,-1.533928571428571352e+01,4.000000000000000000e+00,0.000000000000000000e+00,1.488095238095238082e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.219117647058823195e+01,-1.375735294117647101e+01,-4.000000000000000000e+00,2.392647058823529349e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.397058823529412130e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.566176470588235503e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.132352941176470562e+00,-6.661764705882353255e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.132352941176470562e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.418805309734513287e+01,-3.585951327433627966e+01,-1.200000000000000000e+01,1.215044247787610665e+01,0.000000000000000000e+00,3.230088495575221152e+00,0.000000000000000000e+00,1.503761061946902622e+01,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-7.699115044247787365e-01,0.000000000000000000e+00,1.924778761061946841e-01,0.000000000000000000e+00,-2.795796460176991260e+01,4.000000000000000000e+00,0.000000000000000000e+00,1.230088495575221152e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.906250000000000000e+01,-2.459375000000000000e+01,0.000000000000000000e+00,1.600000000000000000e+01,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.062500000000000000e+00,-2.000000000000000000e+00,-9.937500000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.538461538461538547e-01,0.000000000000000000e+00,-6.000000000000000000e+00,-1.606250000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.263157894736842035e+00,-1.540935672514619936e+00,-5.438596491228070429e-01,3.274853801169590461e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.725146198830409539e-01,-1.637426900584795231e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.187134502923976154e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.637426900584795231e-01,-1.000000000000000000e+00,1.812865497076023291e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.421232876712329016e+02,-1.219178082191780845e+02,-8.424657534246574642e+01,1.719178082191780845e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.808219178082191902e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.280821917808219155e+02,0.000000000000000000e+00,1.080084299262381364e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.808219178082191902e+01,-1.404109589041095951e+01,0.000000000000000000e+00,1.404109589041095951e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.404109589041095951e+01
3.372222222222222143e+01,-2.358333333333333215e+01,-1.200000000000000000e+01,1.472222222222222143e+01,0.000000000000000000e+00,1.072222222222222143e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,-1.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.672222222222222143e+01,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.012222222222221717e+02,-2.613333333333333144e+02,0.000000000000000000e+00,4.171111111111110858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-4.131111111111110858e+02,-2.000000000000000000e+00,1.588888888888888928e+01,1.000000000000000000e+01,-6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.685555555555555474e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.187500000000000000e+00,-7.187500000000000000e+00,0.000000000000000000e+00,8.187500000000000000e+00,0.000000000000000000e+00,4.187500000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.187500000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.541935483870967616e+01,-8.387096774193548043e+00,-3.698924731182795522e+00,2.279569892473118387e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.924731182795698992e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.322580645161290036e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.000000000000000000e+00,9.247311827956988806e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.247311827956988806e-01,0.000000000000000000e+00
2.500000000000000000e+00,-1.877419354838709697e+00,-7.161290322580645684e-01,5.677419354838709742e-01,2.838709677419354871e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.806451612903225534e-01,-1.193548387096774188e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.967741935483870941e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.225806451612903247e-01,-1.000000000000000000e+00,2.387096774193548376e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.016129032258064460e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,-5.166849015317286353e-01,-3.479212253829321866e-01,5.601750547045951656e-01,5.306345733041575169e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.798687089715535981e-02,-4.589715536105032911e-01,0.000000000000000000e+00,2.899343544857767990e-02,0.000000000000000000e+00,-5.798687089715535981e-02,0.000000000000000000e+00,0.000000000000000000e+00,-2.270240700218818519e-01,0.000000000000000000e+00,1.159737417943107196e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
